ANALYTE_ACCESSION	ANALYTE_PREFERRED	CLUSTER_SUBUNIT_GENE_IDS	CLUSTER_SUBUNIT_GENE_SYMBOLS	CLUSTER_SUBUNIT_UNIPROT_IDS	CLUSTER_SUBUNIT_UNIPROT_NAMES	GENE_ADDITIONAL_NAMES	GENE_ALIASES	GENE_ID	GENETIC_NOMENCLATURE_ID	IMMUNOLOGY_GENE_SYMBOL	IX_SYNONYMS	LINK	MESH_ID	MESH_NAME	OFFICIAL_GENE_NAME	OMIM_ID	ORTHOLOG_IDS	PROTEIN_ONTOLOGY_ID	PROTEIN_ONTOLOGY_NAME	PROTEIN_ONTOLOGY_SYNONYMS	PROTEIN_ONTOLOGY_URL	SHEN_ORR_ID	TAXONOMY_ID	TYPOGRAPHICAL_VARIATIONS	UNIPROT_ALT_PROT_NAMES	UNIPROT_ID	UNIPROT_PROTEIN_NAME	UNIQUE_ID
ANA34	CCR4					C-C CKR-4;C-C chemokine receptor type 4;CCR-4;chemokine (C-C) receptor 4;	CC-CKR-4;CD194;CKR4;CMKBR4;ChemR13;HGCN:14099;K5-5;	1233	HGNC:1605	CCR4	-	http://www.ncbi.nlm.nih.gov/gene/?term=1233	-	-	chemokine (C-C motif) receptor 4	604836	12773	PR:000001200	C-C chemokine receptor type 4	CMKBR4;CD194;K5-5;chemokine receptor CCR4;C-C CKR-4;CCR-4;CCR4;CC-CKR-4;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001200	-	9606	-	C-C CKR-4;CC-CKR-4;CCR-4;CCR4;K5-5;	CCR4_HUMAN	C-C chemokine receptor type 4	CID_187
ANA35	CCR5					C-C chemokine receptor type 5;C-C motif chemokine receptor 5 A159A;HIV-1 fusion coreceptor;chemokine receptor CCR5;chemr13;	CC-CKR-5;CCCKR5;CCR-5;CD195;CKR-5;CKR5;CMKBR5;IDDM22;	1234	HGNC:1606	CCR5	-	http://www.ncbi.nlm.nih.gov/gene/?term=1234	-	-	chemokine (C-C motif) receptor 5 (gene/pseudogene)	601373	12774	PR:000001201	C-C chemokine receptor type 5	CCR5;MIP-1 alpha receptor;CMKBR5;chemokine receptor CCR5;CD195;HIV-1 fusion coreceptor;CHEMR13;C-C CKR-5;CC-CKR-5;CCR-5;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001201	-	9606	-	C-C CKR-5;CC-CKR-5;CCR-5;CCR5;CHEMR13;HIV-1 fusion coreceptor;	CCR5_HUMAN	C-C chemokine receptor type 5	CID_188
ANA36	CCR6					C-C chemokine receptor type 6;G protein-coupled receptor 29;G-protein coupled receptor 29;LARC receptor;chemokine (C-C) receptor 6;chemokine receptor-like 3;seven-transmembrane receptor, lymphocyte, 22;	BN-1;C-C CKR-6;CC-CKR-6;CCR-6;CD196;CKR-L3;CKRL3;CMKBR6;DCR2;DRY6;GPR29;GPRCY4;STRL22;	1235	HGNC:1607	CCR6	-	http://www.ncbi.nlm.nih.gov/gene/?term=1235	-	-	chemokine (C-C motif) receptor 6	601835	12458	PR:000001202	C-C chemokine receptor type 6	chemokine receptor-like 3;CKR-L3;CCR6;KY411;DRY6;G-protein coupled receptor 29;GPR29;GPR-CY4;LARC receptor;CD196;chemokine receptor CCR6;CC-CKR-6;STRL22;GPRCY4;C-C CKR-6;CKRL3;CMKBR6;CCR-6;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001202	-	9606	-	C-C CKR-6;CC-CKR-6;CCR-6;Chemokine receptor-like 3;CKR-L3;DRY6;G-protein coupled receptor 29;GPR-CY4;GPRCY4;LARC receptor;	CCR6_HUMAN	C-C chemokine receptor type 6	CID_189
ANA37	CCR7					C-C CKR-7;C-C chemokine receptor type 7;CC chemokine receptor 7;CC-CKR-7;CCR-7;EBV-induced G protein-coupled receptor 1;EBV-induced G-protein coupled receptor 1;Epstein-Barr virus induced G-protein coupled receptor;Epstein-Barr virus induced gene 1;MIP-3 beta receptor;chemokine (C-C) receptor 7;epstein-Barr virus-induced G-protein coupled receptor 1;lymphocyte-specific G protein-coupled peptide receptor;	BLR2;CD197;CDw197;CMKBR7;EBI1;	1236	HGNC:1608	CCR7	-	http://www.ncbi.nlm.nih.gov/gene/?term=1236	-	-	chemokine (C-C motif) receptor 7	600242	12775	PR:000001203	C-C chemokine receptor type 7	CMKBR7;EBI1;C-C CKR-7;Ebi1h;CD197;CCR7;CDw197;MIP-3 beta receptor;CCR-7;BLR2;chemokine receptor CCR7;EBV-induced G-protein coupled receptor 1;epstein-Barr virus-induced G-protein coupled receptor 1;EVI1;CC-CKR-7;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001203	-	9606	-	C-C CKR-7;CC-CKR-7;CCR-7;BLR2;CDw197;Epstein-Barr virus-induced G-protein coupled receptor 1;EBI1;EBV-induced G-protein coupled receptor 1;MIP-3 beta receptor;	CCR7_HUMAN	C-C chemokine receptor type 7	CID_190
ANA38	CCR8					C-C chemokine receptor type 8;CC chemokine receptor 8;CC chemokine receptor CHEMR1;CC-chemokine receptor chemr1;chemokine (C-C) receptor 8;chemokine (C-C) receptor-like 2;chemokine receptor-like 1;	CC-CKR-8;CCR-8;CDw198;CKRL1;CMKBR8;CMKBRL2;CY6;GPRCY6;TER1;	1237	HGNC:1609	CCR8	-	http://www.ncbi.nlm.nih.gov/gene/?term=1237	-	-	chemokine (C-C motif) receptor 8	601834	12776	PR:000001204	C-C chemokine receptor type 8	CMKBR8;TER1;GPRCY6;C-C CKR-8;CKR-L1;CCR-8;chemokine receptor-like 1;CC-CKR-8;CCR8;CKRL1;CDw198;CMKBRL2;GPR-CY6;CC chemokine receptor CHEMR1;chemokine receptor CCR8;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001204	-	9606	-	C-C CKR-8;CC-CKR-8;CCR-8;CC chemokine receptor CHEMR1;CMKBRL2;Chemokine receptor-like 1;CKR-L1;GPR-CY6;GPRCY6;TER1;	CCR8_HUMAN	C-C chemokine receptor type 8	CID_191
ANA39	CCR9					C-C chemokine receptor type 9;G protein-coupled receptor 28;	CC-CKR-9;CDw199;GPR-9-6;GPR28;	10803	HGNC:1610	CCR9	-	http://www.ncbi.nlm.nih.gov/gene/?term=10803	-	-	chemokine (C-C motif) receptor 9	604738	12769	PR:000001205	C-C chemokine receptor type 9	CC-CKR-9;C-C CKR-9;GPR-9-6;CDw199;CCR9;GPR28;chemokine receptor CCR9;G-protein coupled receptor 28;chemokine C-C receptor 10;Cmkbr10;CMKBR9;CCR-9;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001205	-	9606	-	C-C CKR-9;CC-CKR-9;CCR-9;G-protein coupled receptor 28;GPR-9-6;	CCR9_HUMAN	C-C chemokine receptor type 9	CID_244
ANA4	CCL13					small inducible cytokine subfamily A (CysCys), member 13;monocyte chemoattractant protein 4;CKbeta10;CC motif chemokine 13;new CC chemokine 1;monocyte chemotactic protein 4;smallinducible cytokine A13;	NCC1;CKb10;MCP-4;NCC-1;SCYL1;SCYA13;	6357	HGNC:10611	CCL13	ccl-13;monocyte chemotactic protein-4;ncc1;scya13;ccl13;ckb10;ckb-10;mcp-4;scyl1;mgc17134;monocyte chemotactic protein 4;ncc-1;monocyte chemoattractant protein 4;chemokine (c-c motif) ligand 13;mcp4;small-inducible cytokine a13;c-c motif chemokine 13;ck-beta-10;	http://www.ncbi.nlm.nih.gov/gene/?term=6357	-	-	chemokine (C-C motif) ligand 13	601391	-	PR:000002121	C-C motif chemokine 13	SCYA13;MCP-4;monocyte chemotactic protein 4;NCC-1;CK-beta-10;monocyte chemoattractant protein 4;NCC1;CCL13;small-inducible cytokine A13;MCP4;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000002121	243	9606	-	CK-beta-10;Monocyte chemoattractant protein 4;Monocyte chemotactic protein 4;MCP-4;NCC-1;Small-inducible cytokine A13;	CCL13_HUMAN	C-C motif chemokine 13, short chain	CID_13
ANA40	CD27					CD27 antigen;CD27L receptor;T cell activation antigen S152;T-cell activation antigen CD27;tumor necrosis factor receptor superfamily, member 7;	S152;S152. LPFS2;T14;TNFRSF7;Tp55;	939	HGNC:11922	CD27	-	http://www.ncbi.nlm.nih.gov/gene/?term=939	-	-	CD27 molecule	186711	21940	PR:000001963	CD27 molecule	TNFRSF7;T-cell activation antigen CD27;CD27L receptor;CD27;T14;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001963	-	9606	-	CD27L receptor;T-cell activation antigen CD27;T14;Tumor necrosis factor receptor superfamily member 7;	CD27_HUMAN	CD27 antigen	CID_182
ANA41	CD4					CD4 antigen (p55);CD4 receptor;T-cell surface antigen T4/Leu-3;T-cell surface glycoprotein CD4;	CD4mut;	920	HGNC:1678	CD4	-	http://www.ncbi.nlm.nih.gov/gene/?term=920	-	-	CD4 molecule	186940	12504	PR:000001004	CD4 molecule	T-cell differentiation antigen L3T4;CD4;T-cell surface glycoprotein CD4;T-cell surface antigen T4/Leu-3;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001004	-	9606	-	T-cell surface antigen T4/Leu-3;	CD4_HUMAN	T-cell surface glycoprotein CD4	CID_181
ANA42	CD40					B cell surface antigen CD40;B cell-associated molecule;B-cell surface antigen CD40;CD40 antigen (TNF receptor superfamily member 5);CD40 type II isoform;CD40L receptor;nerve growth factor receptor-related B-lymphocyte activation molecule;tumor necrosis factor receptor superfamily member 5;tumor necrosis factor receptor superfamily, member 5;	Bp50;CDW40;TNFRSF5;p50;	958	HGNC:11919	CD40	-	http://www.ncbi.nlm.nih.gov/gene/?term=958	-	-	CD40 molecule, TNF receptor superfamily member 5	109535	21939	PR:000001961	tumor necrosis factor receptor superfamily member 5	CD40;B-cell surface antigen CD40;CD40L receptor;TNFRSF5;CDw40;Bp50;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001961	-	9606	-	B-cell surface antigen CD40;Bp50;CD40L receptor;CDw40;	TNR5_HUMAN	Tumor necrosis factor receptor superfamily member 5	CID_184
ANA43	CD40LG					CD40L;tumor necrosis factor (ligand) superfamily member 5;CD40 ligand;TB cellactivating molecule;CD40 antigen ligand;Tcell antigen Gp39;TNFrelated activation protein;	IGM;IMD3;TRAP;gp39;CD154;CD40L;HIGM1;T-BAM;TNFSF5;hCD40L;	959	HGNC:11935	CD40LG	cd40lg;cd40 ligand;higm1;hcd40l;tumor necrosis factor ligand superfamily member 5;imd3;t-bam;gp39;tnf-related activation protein;igm;t-cell antigen gp39;cd40l;cd154;trap;tnfsf5;	http://www.ncbi.nlm.nih.gov/gene/?term=959	-	-	CD40 ligand	300386	21947	PR:000001950	tumor necrosis factor ligand superfamily member 5	TRAP;CD40L;TNF-related activation protein;TNFSF5;T-cell antigen Gp39;CD40LG;CD154;CD40-L;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001950	55	9606	-	CD40-L;T-cell antigen Gp39;TNF-related activation protein;TRAP;Tumor necrosis factor ligand superfamily member 5;	CD40L_HUMAN	CD40 ligand, soluble form	CID_8
ANA44	CD70					surface antigen CD70;CD27L;CD70 antigen;tumor necrosis factor ligand superfamily member 7;Ki24 antigen;CD27 ligand;tumor necrosis factor (ligand) superfamily, member 7;	CD27L;CD27LG;TNFSF7;	970	HGNC:11937	CD70	cd27l;cd27lg;tumor necrosis factor (ligand) superfamily, member 7;tnfsf7;cd70;tumor necrosis factor ligand superfamily member 7;t14;tnf superfamily, member 7;cd27l receptor;t-cell activation antigen cd27;	http://www.ncbi.nlm.nih.gov/gene/?term=970	D053282	Antigens, CD70	CD70 molecule	602840	21948	PR:000001309	CD70 molecule	CD27 ligand;CD27-L;CD27L;CD27LG;CD70PRO-short-label;CD70 antigen;TNFSF7;tumor necrosis factor ligand superfamily member 7;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001309	59	9606	-	CD27 ligand;CD27-L;Tumor necrosis factor ligand superfamily member 7;	CD70_HUMAN	CD70 antigen	CID_9
ANA45	CKLF					chemokinelike factor 4;chemokinelike factor;chemokinelike factor 1;chemokinelike factor 2;chemokinelike factor 3;transmembrane proteolipid;	C32;CKLF1;CKLF2;CKLF3;CKLF4;UCK-1;HSPC224;	51192	HGNC:13253	CKLF	Chemokine-like_Factor;	http://www.ncbi.nlm.nih.gov/gene/?term=51192	-	-	chemokine-like factor	-	75458	PR:000005514	chemokine-like factor	chemokine-like factor;C32;CKLF;CKLF1;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000005514	207	9606	-	C32;	CKLF_HUMAN	Chemokine-like factor	CID_54
ANA46	CLCF1					-	CLC;NR6;BSF3;NNT1;BSF-3;CISS2;NNT-1;	23529	HGNC:17412	CLCF1	B_Cell_Stimulating_Factor_3;b-cell-stimulating factor 3;uii;urotensin-2;bsf3;u-ii;uts2;uts-2;ciss2;clc;urotensin 2;clcf-1;nr6;novel neurotrophin-1;pro1068;nnt1;clcf1;nnt-1;cardiotrophin-like cytokine factor 1;bsf-3;	http://www.ncbi.nlm.nih.gov/gene/?term=23529	-	-	cardiotrophin-like cytokine factor 1	607672	56708	PR:000005527	cardiotrophin-like cytokine factor 1	CLCF1;novel neurotrophin-1;BSF-3;NNT1;CLC;BSF3;B-cell-stimulating factor 3;NNT-1;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000005527	315	9606	-	B-cell-stimulating factor 3;BSF-3;Novel neurotrophin-1;NNT-1;	CLCF1_HUMAN	Cardiotrophin-like cytokine factor 1	CID_2
ANA47	CMTM1					chemokinelike factor super family 1;chemokinelike factor superfamily member 1;CKLFlike MARVEL transmembrane domaincontaining protein 1;chemokinelike factor superfamily 1;chemokinelike factorlike protein CKLFH1;	CKLFH;CKLFH1;CKLFSF1;	113540	HGNC:19172	CMTM1	cmtm1;cklf-like marvel transmembrane domain containing 1;mgc71870;cklfh;cmtm-1;cklfsf1;cklfh1;	http://www.ncbi.nlm.nih.gov/gene/?term=113540	-	-	CKLF-like MARVEL transmembrane domain containing 1	607884	100504164	PR:000029358	CKLF-like MARVEL transmembrane domain-containing protein 1	CMTM1;chemokine-like factor superfamily member 1;CKLFSF1;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000029358	205	9606	-	Chemokine-like factor superfamily member 1;	CKLF1_HUMAN	CKLF-like MARVEL transmembrane domain-containing protein 1	CID_55
ANA475	Ackr3					C-X-C chemokine receptor type 7;G-protein coupled receptor RDC1 homolog;chemokine (C-X-C motif) receptor 7;chemokine orphan receptor 1;	AW541270;CXC-R7;CXCR-7;Cmkor1;Cxcr7;RDC-1;Rdc1;	12778	MGI:109562	Ackr3	-	http://www.ncbi.nlm.nih.gov/gene/?term=12778	-	-	atypical chemokine receptor 3	610376	57007	PR:000001211	chemokine receptor CXCR7	CXCR-7;CMKOR1;RDC-1;CXCR7;chemokine orphan receptor 1;GPR159;ACKR3;CXC-R7;RDC1;G-protein coupled receptor RDC1 homolog;G-protein coupled receptor 159;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001211	-	10090	-	C-X-C chemokine receptor type 7;CXC-R7;CXCR-7;Chemokine orphan receptor 1;G-protein coupled receptor RDC1 homolog;RDC-1;	ACKR3_MOUSE	Atypical chemokine receptor 3	CID_250
ANA476	Ccl1					CCR8 ligand;small inducible cytokine A1;Tcell activation protein 3;CC motif chemokine 1;SISepsilon;P500;smallinducible cytokine A1;TCA3;	I-309;Scya1;Tca-3;BF534335;	20290	MGI:98258	Ccl1	-	http://www.ncbi.nlm.nih.gov/gene/?term=20290	D054402	Chemokine CCL1	chemokine (C-C motif) ligand 1	182281	6346	PR:000001985	C-C motif chemokine 1	TCA-3;CCL1;T-cell activation protein 3;TCA3;SCYA1;SIS-epsilon;small-inducible cytokine A1;P500;T lymphocyte-secreted protein I-309;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001985	-	10090	Chemokine CCL1;CCL1;	P500;SIS-epsilon;Small-inducible cytokine A1;T-cell activation protein 3;TCA-3;TCA3;	CCL1_MOUSE	C-C motif chemokine 1	CID_10
ANA477	Ccl11					eosinophil chemotactic protein;CC motif chemokine 11;small inducible cytokine A11;smallinducible cytokine A11;eotaxin;small chemokine (CC motif) ligand 11;	Scya11;eotaxin;	20292	MGI:103576	Ccl11	Chemokine_CCL11;ccl-11;small-inducible cytokine a11;c-c motif chemokine 11;ccl11;eosinophil chemotactic protein;eotaxin;scya11;mgc22554;chemokine (c-c motif) ligand 11;	http://www.ncbi.nlm.nih.gov/gene/?term=20292	D054413	Chemokine CCL11	chemokine (C-C motif) ligand 11	601156	6356	PR:000002139	eotaxin	C-C motif chemokine 11;eosinophil chemotactic protein;CCL11;SCYA11;small-inducible cytokine A11;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000002139	225	10090	C-C motif chemokine 11;CCL11;CCL-11;Chemokine CCL11;	C-C motif chemokine 11;Eosinophil chemotactic protein;Small-inducible cytokine A11;	CCL11_MOUSE	Eotaxin	CID_11
ANA478	Ccl17					chemokine (CC motif) ligand 17;small inducible cytokine subfamily A17;	Tarc;Abcd-2;Scya17;Scya17l;	20295	MGI:1329039	Ccl17	ccl17;	http://www.ncbi.nlm.nih.gov/gene/?term=20295	D054414	Chemokine CCL17	chemokine (C-C motif) ligand 17	601520	6361	PR:000001989	C-C motif chemokine 17	SCYA17;thymus and activation-regulated chemokine;small-inducible cytokine A17;CCL17;CC chemokine TARC;TARC;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001989	221	10090	C-C motif chemokine 17;CCL17;CCL-17;Chemokine CCL17;	-	-	-	CID_17
ANA479	Ccl19					EBI1 ligand chemokine;small inducible cytokine A19;epsteinBarr virusinduced molecule 1 ligand chemokine;EBVinduced molecule 1 ligand chemokine;EBI1ligand chemokine;CC motif chemokine 19;smallinducible cytokine A19;chemokine CCL19;	ELC;CKb11;MIP3B;Scya19;exodus-3;	24047	MGI:1346316	Ccl19	-	http://www.ncbi.nlm.nih.gov/gene/?term=24047	D054415	Chemokine CCL19	chemokine (C-C motif) ligand 19	602227	6363	PR:000001991	C-C motif chemokine 19	MIP3B;epstein-Barr virus-induced molecule 1 ligand chemokine;small-inducible cytokine A19;beta chemokine exodus-3;CK beta-11;MIP-3-beta;CCL19;ELC;EBI1 ligand chemokine;macrophage inflammatory protein 3 beta;SCYA19;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001991	-	10090	Chemokine CCL19;CCL19;CCL-19;	Epstein-Barr virus-induced molecule 1 ligand chemokine;EBI1 ligand chemokine;ELC;Small-inducible cytokine A19;	CCL19_MOUSE	C-C motif chemokine 19	CID_19
ANA48	CMTM6					chemokinelike factor superfamily 6;chemokinelike factor superfamily member 6;chemokinelike factor super family 6;CKLFlike MARVEL transmembrane domaincontaining protein 6;	CKLFSF6;PRO2219;	54918	HGNC:19177	CMTM6	cmtm6;flj20396;cmtm-6;pro2219;cklfsf6;cklf-like marvel transmembrane domain containing 6;	http://www.ncbi.nlm.nih.gov/gene/?term=54918	-	-	CKLF-like MARVEL transmembrane domain containing 6	607889	67213	PR:000029359	CKLF-like MARVEL transmembrane domain-containing protein 6	CMTM6;CKLFSF6;chemokine-like factor superfamily member 6;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000029359	201	9606	-	Chemokine-like factor superfamily member 6;	CKLF6_HUMAN	CKLF-like MARVEL transmembrane domain-containing protein 6	CID_56
ANA480	Ccl2					small inducible cytokine A2;plateletderived growth factorinducible protein JE;smallinducible cytokine A2;monocyte chemoattractant protein 1;CC motif chemokine 2;monocyte chemotactic protein 1;monocyte chemoattractant protein1;	JE;HC11;MCAF;MCP1;MCP-1;Scya2;Sigje;SMC-CF;AI323594;	20296	MGI:98259	Ccl2	ccl-2;mgc9434;c-c motif chemokine 2;mcaf;hc11;mcp-1;smccf;gdcf-2;tsg-8;scya2;ldcf;monocyte chemotactic protein 1;monocyte chemotactic and activating factor;tdcf;small-inducible cytokine A2;hsmcr30;mcp1;monocyte secretory protein JE;platelet-derived growth factor-inducible protein JE;monocyte chemoattractant protein 1;gdcf2;chemokine (c-c motif) ligand 2;smc-cf;tsg8;ccl2;	http://www.ncbi.nlm.nih.gov/gene/?term=20296	D018932	Chemokine CCL2	chemokine (C-C motif) ligand 2	158105	6347	PR:000002122	C-C motif chemokine 2	CCL2;MCP1;small-inducible cytokine A2;Je;monocyte secretory protein JE;platelet-derived growth factor-inducible protein JE;monocyte chemotactic and activating factor;monocyte chemotactic protein 1;MCAF;SCYA2;HC11;monocyte chemoattractant protein 1;MCP-1;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000002122	231	10090	C-C motif chemokine 2;CCL2;Chemokine CCL2;	Monocyte chemoattractant protein 1;Monocyte chemotactic protein 1;MCP-1;Platelet-derived growth factor-inducible protein JE;Small-inducible cytokine A2;	CCL2_MOUSE	C-C motif chemokine 2	CID_20
ANA481	Ccl20					betachemokine exodus1;MIP3alpha;CC motif chemokine 20;liver and activationregulated chemokine;small inducible cytokine subfamily A20;CC chemokine ST38;macrophage inflammatory protein 3 alpha;smallinducible cytokine A20;beta chemokine exodus1;CC chemokine LARC;	CKb4;LARC;ST38;MIP3A;MIP-3A;Scya20;MIP-3[a];exodus-1;	20297	MGI:1329031	Ccl20	-	http://www.ncbi.nlm.nih.gov/gene/?term=20297	D054418	Chemokine CCL20	chemokine (C-C motif) ligand 20	601960	6364	PR:000001992	C-C motif chemokine 20	SCYA20;CCL20;liver and activation-regulated chemokine;small-inducible cytokine A20;beta chemokine exodus-1;MIP3A;CC chemokine ST38;CC chemokine LARC;LARC;macrophage inflammatory protein 3 alpha;MIP-3-alpha;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001992	-	10090	Chemokine CCL20;CCL20;	Beta-chemokine exodus-1;CC chemokine LARC;CC chemokine ST38;Liver and activation-regulated chemokine;Macrophage inflammatory protein 3 alpha;MIP-3-alpha;Small-inducible cytokine A20;	CCL20_MOUSE	C-C motif chemokine 20	CID_21
ANA482	Ccl21a					betachemokine exodus2;CCL21Ser;thymusderived chemotactic agent 4;smallinducible cytokine A21a;beta chemokine exodus2;exodus2;small inducible cytokine A21a;CC chemokine 6Ckineser;CC motif chemokine 21a;	ALP;SLC;plt;CKb9;Tca4;6Ckine;Scya21;6CKBAC2;SCYA21a;Scya21b;AW987545;	18829	MGI:1349183	Ccl21a	-	http://www.ncbi.nlm.nih.gov/gene/?term=18829	D054421	Chemokine CCL21	chemokine (C-C motif) ligand 21A (serine)	602737	6366	PR:000001993	C-C motif chemokine 21	small-inducible cytokine A21;Scya21b;TCA4;thymus-derived chemotactic agent 4;small-inducible cytokine A21c;Ccl21c;small-inducible cytokine A21b;small-inducible cytokine A21a;SCYA21;CCL21;6Ckine;SLC;beta chemokine exodus-2;Scya21c;secondary lymphoid-tissue chemokine;Ccl21b;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001993	-	10090	Chemokine CCL21;CCL21;	6Ckine;Beta-chemokine exodus-2;Small-inducible cytokine A21a;Thymus-derived chemotactic agent 4;TCA4;	CC21A_MOUSE	C-C motif chemokine 21a	CID_22
ANA483	Ccl22					SMALL INDUCIBLE CYTOKINE A22 PRECURSOR (CC CHEMOKINE ABCD1) (ACTIVATED B AND DENDRITIC CELLDERIVED);dendritic cell and B cell derived chemokine;CC chemokine ABCD1;smallinducible cytokine A22;small inducible cytokine subfamily A22;small inducible cytokine subfamily A, member 22;activated B and dendritic cellderived;CC motif chemokine 22;	MDC;DCBCK;ABCD-1;Scya22;	20299	MGI:1306779	Ccl22	-	http://www.ncbi.nlm.nih.gov/gene/?term=20299	D054422	Chemokine CCL22	chemokine (C-C motif) ligand 22	602957	6367	PR:000001994	C-C motif chemokine 22	CCL22;CC chemokine ABCD-1;activated B and dendritic cell-derived;SCYA22;MDC;stimulated T-cell chemotactic protein 1;small-inducible cytokine A22;Abcd1;macrophage-derived chemokine;MDC(1-69);CC chemokine STCP-1;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001994	-	10090	C-C motif chemokine 22;CCL22;Chemokine CCL22;	Activated B and dendritic cell-derived;CC chemokine ABCD-1;Small-inducible cytokine A22;	CCL22_MOUSE	C-C motif chemokine 22	CID_23
ANA484	Ccl24					CC motif chemokine 24;eosinophil chemotactic protein 2;small inducible cytokine A24;CC chemokine CCL24;eotaxin2;smallinducible cytokine A24;	CKb-6;MPIF-2;Scya24;	56221	MGI:1928953	Ccl24	Chemokine_CCL24;ccl-24;ck-beta-6;scya24;c-c motif chemokine 24;ckb6;myeloid progenitor inhibitory factor-2;mpif-2;mpif2;eosinophil chemotactic protein 2;ccl24;eotaxin-2;ckbeta-6;myeloid progenitor inhibitory factor 2;small-inducible cytokine a24;ckb-6;chemokine (c-c motif) ligand 24;eotaxin 2;	http://www.ncbi.nlm.nih.gov/gene/?term=56221	D054423	Chemokine CCL24	chemokine (C-C motif) ligand 24	602495	6369	PR:000001996	C-C motif chemokine 24	CCL24;CK-beta-6;MPIF-2;MPIF2;SCYA24;eosinophil chemotactic protein 2;eotaxin-2;myeloid progenitor inhibitory factor 2;small-inducible cytokine A24;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001996	223	10090	C-C motif chemokine 24;CCL24;Chemokine CCL24;	Eosinophil chemotactic protein 2;Eotaxin-2;Small-inducible cytokine A24;	CCL24_MOUSE	C-C motif chemokine 24	CID_25
