ANALYTE_ACCESSION	GENE_SYMBOL	GENE_ALIASES	GENE_ID	GENETIC_NOMENCLATURE_ID	IMMUNOLOGY_GENE_SYMBOL	LINK	OFFICIAL_GENE_NAME	PROTEIN_ONTOLOGY_ID	PROTEIN_ONTOLOGY_NAME	PROTEIN_ONTOLOGY_SYNONYMS	TAXONOMY_ID	UNIPROT_ENTRY	UNIPROT_ENTRY_NAME
ANA599	Il1a	Il-1a;	16175	MGI:96542	Il1a	http://www.ncbi.nlm.nih.gov/gene/?term=16175	interleukin 1 alpha	PR:000001135	interleukin-1 alpha	IL1F1;IL-1 alpha;IL1A;hematopoietin-1;	10090	IL1A_MOUSE	Interleukin-1 alpha
ANA6	CCL15	LKN1;NCC3;SY15;HCC-2;LKN-1;MIP-5;NCC-3;SCYL3;MIP-1D;MRP-2B;SCYA15;HMRP-2B;MIP-1 delta;	6359	HGNC:10613	CCL15	http://www.ncbi.nlm.nih.gov/gene/?term=6359	chemokine (C-C motif) ligand 15	PR:000001987	C-C motif chemokine 15	NCC3;CCL15;HCC-2;MIP-1 delta;NCC-3;chemokine CC-2;leukotactin-1;LKN-1;MIP-5;small-inducible cytokine A15;macrophage inflammatory protein 5;Mrp-2b;MIP5;SCYA15;	9606	CCL15_HUMAN	CCL15(29-92)
ANA60	CXCL1	FSP;GRO1;GROa;MGSA;NAP-3;SCYB1;MGSA-a;	2919	HGNC:4602	GRO	http://www.ncbi.nlm.nih.gov/gene/?term=2919	chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)	PR:000006063	growth-regulated alpha protein	platelet-derived growth factor-inducible protein KC;melanoma growth stimulatory activity;GRO1;neutrophil-activating protein 3;NAP-3;GROA;GRO-alpha(1-73);GRO;CXCL1;secretory protein N51;MGSA;C-X-C motif chemokine 1;SCYB1;	9606	GROA_HUMAN	GRO-alpha(6-73)
ANA600	Il1b	Il-1b;IL-1beta;	16176	MGI:96543	Il1b	http://www.ncbi.nlm.nih.gov/gene/?term=16176	interleukin 1 beta	PR:000001136	interleukin-1 beta	IL1F2;catabolin;IL1B;IL-1 beta;	10090	IL1B_MOUSE	Interleukin-1 beta
ANA601	Il1f10	-	215274	MGI:2652548	Il1f10	http://www.ncbi.nlm.nih.gov/gene/?term=215274	interleukin 1 family, member 10	PR:000008987	interleukin-1 family member 10	interleukin-1 family member 10;FIL1 theta;FIL1T;IL-1 theta;IL-1F10;IL-1HY2;IL1F10;IL1HY2;interleukin-1 HY2;interleukin-1 theta;	10090	IL1FA_MOUSE	Interleukin-1 family member 10
ANA602	Il1f5	IL36RN;Il-1h3;Il1hy1;AI413231;Fil1delta;	54450	MGI:1859325	Il1f5	http://www.ncbi.nlm.nih.gov/gene/?term=54450	interleukin 1 family, member 5 (delta)	PR:000008988	interleukin-1 family member 5	interleukin-1 family member 5;FIL1 delta;FIL1D;IL-1 delta;IL-1-related protein 3;IL-1F5;IL-1H3;IL-1HY1;IL-1L1;IL-1RP3;IL-1ra homolog 1;IL1F5;IL1HY1;IL1L1;IL1RP3;IL36RN;Il1h3;interleukin-1 HY1;interleukin-1 delta;interleukin-1 homolog 3;interleukin-1 receptor antagonist homolog 1;interleukin-1-like protein 1;	10090	I36RA_MOUSE	Interleukin-36 receptor antagonist protein
ANA603	Il1r1	CD121a;CD121b;IL-iR;Il1r-1;	16177	MGI:96545	Il1r1	http://www.ncbi.nlm.nih.gov/gene/?term=16177	interleukin 1 receptor, type I	PR:000001363	interleukin-1 receptor type I	IL-1R-1;interleukin-1 receptor alpha;Il-1r1;IL1R;CD121a;CD121 antigen-like family member A;IL-1R-alpha;IL-1RT-1;IL-1RT1;IL1RT1;p80;IL1RA;IL1R1;	10090	IL1R1_MOUSE	Interleukin-1 receptor type 1, soluble form
ANA604	Il1r2	CD121b;Il1r-2;	16178	MGI:96546	Il1r2	http://www.ncbi.nlm.nih.gov/gene/?term=16178	interleukin 1 receptor, type II	PR:000001364	interleukin-1 receptor type II	IL1RB;IL-1RT2;IL-1R-beta;CD121b;IL1R2;Il-1r2;interleukin-1 receptor beta;IL-1R-2;CD121 antigen-like family member B;IL-1RT-2;CDw121b;	10090	IL1R2_MOUSE	Interleukin-1 receptor type 2, soluble form
ANA605	Il1rn	IL-1ra;F630041P17Rik;	16181	MGI:96547	Il1rn	http://www.ncbi.nlm.nih.gov/gene/?term=16181	interleukin 1 receptor antagonist	PR:000001137	interleukin-1 receptor antagonist protein	anakinra;ICIL-1RA;IL-1RN;IL1 inhibitor;IL1RN;IRAP;IL-1ra;IL1F3;IL1RA;	10090	IL1RA_MOUSE	Interleukin-1 receptor antagonist protein
ANA606	Il2	Il-2;	16183	MGI:96548	Il2	http://www.ncbi.nlm.nih.gov/gene/?term=16183	interleukin 2	PR:000001379	interleukin-2	aldesleukin;T-cell growth factor;IL-2;IL2;TCGF;	10090	IL2_MOUSE	Interleukin-2
ANA607	Il20	Zcyto10;	58181	MGI:1890473	Il20	http://www.ncbi.nlm.nih.gov/gene/?term=58181	interleukin 20	PR:000001473	interleukin-20	ZCYTO10;IL-20;cytokine Zcyto10;IL20;	10090	IL20_MOUSE	Interleukin-20
ANA608	Il20ra	E230031K19;	237313	MGI:3605069	Il20ra	http://www.ncbi.nlm.nih.gov/gene/?term=237313	interleukin 20 receptor, alpha	PR:000008996	interleukin-20 receptor subunit alpha	CRF2-8;IL-20 receptor subunit alpha;IL-20R-alpha;IL-20R1;IL-20RA;IL20RA;ZcytoR7;cytokine receptor class-II member 8;cytokine receptor family 2 member 8;interleukin-20 receptor alpha chain;	10090	I20RA_MOUSE	Interleukin-20 receptor subunit alpha
ANA609	Il20rb	AV228068;Fndc6;Gm186;Il20R2;	213208	MGI:2143266	Il20rb	http://www.ncbi.nlm.nih.gov/gene/?term=213208	interleukin 20 receptor beta	PR:000008997	interleukin-20 receptor subunit beta	DIRS1;IL-20 receptor subunit beta;IL-20R-beta;IL-20R2;IL-20RB;IL20RB;	10090	E9Q9A6_MOUSE	-
ANA61	CXCL10	C7;IFI10;INP10;IP-10;crg-2;mob-1;SCYB10;gIP-10;	3627	HGNC:10637	IP-10	http://www.ncbi.nlm.nih.gov/gene/?term=3627	chemokine (C-X-C motif) ligand 10	PR:000006064	C-X-C motif chemokine 10	C-X-C motif chemokine 10;10 kDa interferon gamma-induced protein;C7;CXCL10;Crg2;INP10;IP-10;Ifi10;SCYB10;gamma-IP10;interferon-gamma induced protein CRG-2;small-inducible cytokine B10;	9606	CXL10_HUMAN	CXCL10(1-73)
ANA610	Il21	IL-21;	60505	MGI:1890474	Il21	http://www.ncbi.nlm.nih.gov/gene/?term=60505	interleukin 21	PR:000001382	interleukin-21	IL21;Za11;IL-21;	10090	IL21_MOUSE	Interleukin-21
ANA611	Il21r	NILR;	60504	MGI:1890475	Il21r	http://www.ncbi.nlm.nih.gov/gene/?term=60504	interleukin 21 receptor	PR:000008998	interleukin-21 receptor	NILR;NR8;LR-beta;lymphocyte receptor beta;IL-21 receptor;IL21R;CD360;IL-21R;novel cytokine receptor 8;novel interleukin receptor;	10090	IL21R_MOUSE	Interleukin-21 receptor
ANA612	Il22	IL-22;Iltif;IL-22a;ILTIFa;	50929	MGI:1355307	Il22	http://www.ncbi.nlm.nih.gov/gene/?term=50929	interleukin 22	PR:000001383	interleukin-22	IL-22;IL22;IL-TIF;ILTIF;ZCYTO18;IL-TIF alpha;IL-22a;Il22a;interleukin-22a;IL-10-related T-cell-derived-inducible factor;cytokine Zcyto18;Iltifa;	10090	IL22_MOUSE	Interleukin-22
ANA613	Il22ra1	RP23-110F21.4;9130219A07Rik;ENSMUSG00000073746;IL-22R;Il22r;	230828	MGI:2663588	Il22ra1	http://www.ncbi.nlm.nih.gov/gene/?term=230828	interleukin 22 receptor, alpha 1	PR:000008999	interleukin-22 receptor subunit alpha-1	CRF2-9;ZcytoR11;IL22R;IL-22R-alpha-1;IL22RA1;IL-22RA1;cytokine receptor family 2 member 9;cytokine receptor class-II member 9;IL-22 receptor subunit alpha-1;	10090	I22R1_MOUSE	Interleukin-22 receptor subunit alpha-1
ANA614	Il22ra2	CRF2-10;CRF2-s1;CRF2X;Il-22bp;	237310	MGI:2665114	Il22ra2	http://www.ncbi.nlm.nih.gov/gene/?term=237310	interleukin 22 receptor, alpha 2	PR:000009000	interleukin-22 receptor subunit alpha-2	CRF2-S1;interleukin-22-binding protein;IL-22BP;IL22RA2;ZcytoR16;CRF2-10;cytokine receptor family type 2, soluble 1;IL22BP;cytokine receptor family 2 member 10;IL-22RA2;IL-22 receptor subunit alpha-2;IL-22R-alpha-2;cytokine receptor class-II member 10;	10090	I22R2_MOUSE	Interleukin-22 receptor subunit alpha-2
ANA615	Il23a	p19;IL-23;	83430	MGI:1932410	Il23a	http://www.ncbi.nlm.nih.gov/gene/?term=83430	interleukin 23, alpha subunit p19	PR:000001384	interleukin-23 subunit alpha	IL-23 subunit alpha;SGRF;IL23A;IL-23p19;interleukin-23 subunit p19;IL-23-A;	10090	IL23A_MOUSE	Interleukin-23 subunit alpha
ANA616	Il23r	IL-23R;	209590	MGI:2181693	Il23r	http://www.ncbi.nlm.nih.gov/gene/?term=209590	interleukin 23 receptor	PR:000009001	interleukin-23 receptor	IL-23R;IL-23 receptor;IL23R;	10090	IL23R_MOUSE	Interleukin-23 receptor
ANA617	Il24	FISP;Mda7;St16;Mda-7;	93672	MGI:2135548	Il24	http://www.ncbi.nlm.nih.gov/gene/?term=93672	interleukin 24	PR:000001474	interleukin-24	IL-24;ST16;MDA7;MDA-7;melanoma differentiation-associated gene 7 protein;IL-4-induced secreted protein;IL24;suppression of tumorigenicity 16 protein;Th2-specific cytokine FISP;	10090	IL24_MOUSE	Interleukin-24
ANA618	Il25	Il17e;IL-17e;	140806	MGI:2155888	Il25	http://www.ncbi.nlm.nih.gov/gene/?term=140806	interleukin 25	PR:000001113	interleukin-17E	IL-25;IL-17E;IL17E;IL25;	10090	Q8VHH8_MOUSE	-
ANA619	Il27	p28;Il30;IL-27;IL-27p28;	246779	MGI:2384409	Il27	http://www.ncbi.nlm.nih.gov/gene/?term=246779	interleukin 27	PR:000001385	interleukin-27 subunit alpha	p28;IL27;IL-27-A;IL-30;IL27p28;IL27-A;IL-27 subunit alpha;IL27A;	10090	IL27A_MOUSE	Interleukin-27 subunit alpha
ANA62	CXCL11	IP9;H174;IP-9;b-R1;I-TAC;SCYB11;SCYB9B;	6373	HGNC:10638	CXCL11	http://www.ncbi.nlm.nih.gov/gene/?term=6373	chemokine (C-X-C motif) ligand 11	PR:000006065	C-X-C motif chemokine 11	SCYB9B;small-inducible cytokine B11;IP-9;interferon-inducible T-cell alpha chemoattractant;H174;SCYB11;I-TAC;interferon gamma-inducible protein 9;beta-R1;CXCL11;ITAC;	9606	CXL11_HUMAN	C-X-C motif chemokine 11
ANA620	Il2ra	CD25;Il2r;Ly-43;	16184	MGI:96549	Il2ra	http://www.ncbi.nlm.nih.gov/gene/?term=16184	interleukin 2 receptor, alpha chain	PR:000001380	interleukin-2 receptor subunit alpha	TAC antigen;CD25;Il2r;IL2-RA;IL2RA;IL-2-RA;IL-2R subunit alpha;IL-2 receptor subunit alpha;p55;	10090	IL2RA_MOUSE	Interleukin-2 receptor subunit alpha
ANA621	Il2rb	CD122;IL-15Rbeta;IL15Rbeta;Il-2/15Rbeta;Il-2Rbeta;p70;	16185	MGI:96550	Il2rb	http://www.ncbi.nlm.nih.gov/gene/?term=16185	interleukin 2 receptor, beta chain	PR:000001381	interleukin-2 receptor subunit beta	p70-75;IL-2 receptor subunit beta;IL-2RB;high affinity IL-2 receptor subunit beta;IL2RB;p75;IL-2R subunit beta;CD122;	10090	IL2RB_MOUSE	Interleukin-2 receptor subunit beta
ANA556	Ifna13	-	230396	MGI:2667155	Ifna13	http://www.ncbi.nlm.nih.gov/gene/?term=230396	interferon alpha 13	PR:000032985	interferon alpha-13	Ifna13;IFN-alpha-13;	10090	IFNAD_MOUSE	Interferon alpha-13
ANA557	Ifna14	OTTMUSG00000007662;	404549	MGI:3641425	Ifna14	http://www.ncbi.nlm.nih.gov/gene/?term=404549	interferon alpha 14	PR:000008912	interferon alpha-14	IFNA14;interferon lambda-2-H;interferon alpha-H;IFN-alpha-14;LeIF H;	10090	Q810G3_MOUSE	-
ANA558	Ifna16	Ifna6T;Ifnat6;Gm13280;BC114392;OTTMUSG00000011275;	230398	MGI:3649260	Ifna16	http://www.ncbi.nlm.nih.gov/gene/?term=230398	interferon alpha 16	PR:000008913	interferon alpha-16	interferon alpha-WA;IFN-alpha-16;IFNA16;	10090	Q810G1_MOUSE	-
ANA559	Ifna2	Ifa2;	15965	MGI:107666	Ifna2	http://www.ncbi.nlm.nih.gov/gene/?term=15965	interferon alpha 2	PR:000008915	interferon alpha-2	LeIF A;IFNA2;IFN-alpha-2;interferon alpha-A;	10090	B1AYH7_MOUSE	-
ANA56	CSF3	GCSF;CSF3OS;C17orf33;	1440	HGNC:2438	CSF3	http://www.ncbi.nlm.nih.gov/gene/?term=1440	colony stimulating factor 3 (granulocyte)	PR:000005932	granulocyte colony-stimulating factor	filgrastim;CSF3;lenograstim;G-CSF;Csfg;pluripoietin;GCSF;	9606	CSF3_HUMAN	Granulocyte colony-stimulating factor
ANA560	Ifna4	Ifa4;	15967	MGI:107664	Ifna4	http://www.ncbi.nlm.nih.gov/gene/?term=15967	interferon alpha 4	PR:000008917	interferon alpha-4	IFNA4;interferon alpha-76;interferon alpha-4B;IFN-alpha-4;interferon alpha-M1;	10090	IFNA4_MOUSE	Interferon alpha-4
ANA561	Ifna5	Ifa5;	15968	MGI:107663	Ifna5	http://www.ncbi.nlm.nih.gov/gene/?term=15968	interferon alpha 5	PR:000008918	interferon alpha-5	interferon alpha-G;IFNA5;IFN-alpha-5;interferon alpha-61;LeIF G;	10090	Q810G2_MOUSE	-
ANA562	Ifna6	Ifa6;Ifa8;Ifna8;IFNa8/6;	15969	MGI:107662	Ifna6	http://www.ncbi.nlm.nih.gov/gene/?term=15969	interferon alpha 6	PR:000008919	interferon alpha-6	interferon alpha-54;IFN-alpha-6;interferon alpha-K;LeIF K;Ifa6;IFN-alpha-8;Ifna8;Ifa8;IFNA6;interferon alpha-8;	10090	Q810G5_MOUSE	-
ANA563	Ifna7	Ifa7;	15970	MGI:107661	Ifna7	http://www.ncbi.nlm.nih.gov/gene/?term=15970	interferon alpha 7	PR:000008920	interferon alpha-7	IFNA7;LeIF J;IFN-alpha-J1;IFN-alpha-7;interferon alpha-J1;interferon alpha-J;Ifa7;	10090	Q810G6_MOUSE	-
ANA564	Ifna8	Ifa6;Ifa8;Ifna8;IFNa8/6;	15969	MGI:107662	Ifna8	http://www.ncbi.nlm.nih.gov/gene/?term=15969	interferon alpha family, gene 8	PR:000008921	interferon alpha-8	LeIF B;IFN-alpha-8;interferon alpha-B;interferon alpha-B2;IFNA8;	10090	Q810G5_MOUSE	-
ANA565	Ifnar1	CD118;Ifar;Ifnar;Ifrc;Infar;	15975	MGI:107658	Ifnar1	http://www.ncbi.nlm.nih.gov/gene/?term=15975	interferon (alpha and beta) receptor 1	PR:000008922	interferon-alpha/beta receptor alpha chain	type I interferon receptor 1;IFN-alpha/beta receptor 1;IFNAR;cytokine receptor class-II member 1;cytokine receptor family 2 member 1;Ifar;IFN-R-1;IFNAR1;CRF2-1;	10090	INAR1_MOUSE	Interferon alpha/beta receptor 1
ANA566	Ifnar2	AI747302;Ifnar-2;	15976	MGI:1098243	Ifnar2	http://www.ncbi.nlm.nih.gov/gene/?term=15976	interferon (alpha and beta) receptor 2	PR:000008923	interferon-alpha/beta receptor beta chain	IFN-R-2;IFNABR;type I interferon receptor 2;IFNAR2;IFNARB;IFN-alpha/beta receptor 2;	10090	INAR2_MOUSE	Interferon alpha/beta receptor 2
ANA567	Ifnb1	Ifb;IFNB;IFN-beta;	15977	MGI:107657	Ifnb1	http://www.ncbi.nlm.nih.gov/gene/?term=15977	interferon beta 1, fibroblast	PR:000024939	interferon beta	-	10090	IFNB_MOUSE	Interferon beta
ANA568	Ifne	Ifne1;Ifnt1;Infe1;Ifn-tau-1;	230405	MGI:2667156	Ifne	http://www.ncbi.nlm.nih.gov/gene/?term=230405	interferon epsilon	PR:000008925	interferon epsilon	IFNE;Ifnt1;IFNE1;interferon epsilon-1;interferon tau-1;IFN-epsilon;	10090	IFNE_MOUSE	Interferon epsilon
ANA569	Ifng	Ifg;IFN-g;	15978	MGI:107656	Ifng	http://www.ncbi.nlm.nih.gov/gene/?term=15978	interferon gamma	PR:000000017	interferon gamma	IFN-gamma;IFNG;immune interferon;	10090	IFNG_MOUSE	Interferon gamma
ANA57	CSF3R	CD114;GCSFR;	1441	HGNC:2439	CSF3R	http://www.ncbi.nlm.nih.gov/gene/?term=1441	colony stimulating factor 3 receptor (granulocyte)	PR:000001353	granulocyte colony-stimulating factor receptor	G-CSF receptor;Csfgr;G-CSF-R;GCSFR;CD114;CSF3R;	9606	CSF3R_HUMAN	Granulocyte colony-stimulating factor receptor
ANA570	Ifngr1	CD119;IFN-gammaR;Ifgr;Ifngr;Nktar;	15979	MGI:107655	Ifngr1	http://www.ncbi.nlm.nih.gov/gene/?term=15979	interferon gamma receptor 1	PR:000001361	interferon gamma receptor alpha chain	CD119;IFN-gamma-R1;IFN-gamma receptor 1;IFNGR1;Ifngr;CDw119;	10090	INGR1_MOUSE	Interferon gamma receptor 1
ANA571	Ifngr2	Ifgr2;Ifgt;	15980	MGI:107654	Ifngr2	http://www.ncbi.nlm.nih.gov/gene/?term=15980	interferon gamma receptor 2	PR:000008926	interferon-gamma receptor beta chain	IFN-gamma-R2;IFNGT1;interferon gamma transducer 1;interferon gamma receptor accessory factor 1;AF-1;IFNGR2;IFN-gamma receptor 2;	10090	Q63953_MOUSE	-
ANA572	Ifnk	-	387510	MGI:2683287	Ifnk	http://www.ncbi.nlm.nih.gov/gene/?term=387510	interferon kappa	PR:000008927	interferon kappa	IFNK;IFN-kappa;	10090	IFNK_MOUSE	Interferon kappa
ANA573	Ifnl2	Il28a;IL-28A;EG330496;	330496	MGI:3647279	Ifnl2	http://www.ncbi.nlm.nih.gov/gene/?term=330496	interferon lambda 2	PR:000001469	interleukin-28A	IL28A;interferon lambda-2;ZCYTO20;IFN-lambda-2;IFNL2;IL-28A;cytokine Zcyto20;	10090	IFNL2_MOUSE	Interferon lambda-2
ANA574	Ifnl3	Il28;IFL-1;Il28b;IL-28B;INF-alpha;INF-lambda;	338374	MGI:2450574	Ifnl3	http://www.ncbi.nlm.nih.gov/gene/?term=338374	interferon lambda 3	PR:000001470	interleukin-28B	interferon lambda-4;interferon lambda-3;IFNL4;interleukin-28C;IL-28C;IFN-lambda-4;IFNL3;IL28B;Il28;cytokine Zcyto22;IL-28B;ZCYTO22;IL28C;IFN-lambda-3;	10090	IFNL3_MOUSE	Interferon lambda-3
ANA575	Ifnlr1	RP23-110F21.2;CRF2-12;Il28ra;	242700	MGI:2429859	Ifnlr1	http://www.ncbi.nlm.nih.gov/gene/?term=242700	interferon lambda receptor 1	PR:000009003	interleukin-28 receptor alpha chain	IFN-lambda-R1;IFN-lambda R1;interferon lambda receptor 1;IL-28R-alpha;IFN-lambda receptor 1;IL28RA;cytokine receptor family 2 member 12;IFNLR1;likely interleukin or cytokine receptor 2;IL-28 receptor subunit alpha;LICR2;CRF2-12;cytokine receptor class-II member 12;IL-28RA;	10090	INLR1_MOUSE	Interferon lambda receptor 1
ANA635	Il7	Il-7;hlb368;A630026I06Rik;	16196	MGI:96561	Il7	http://www.ncbi.nlm.nih.gov/gene/?term=16196	interleukin 7	PR:000001317	interleukin-7	IL-7;IL7;	10090	IL7_MOUSE	Interleukin-7
ANA636	Il7r	CD127;IL-7Ralpha;	16197	MGI:96562	Il7r	http://www.ncbi.nlm.nih.gov/gene/?term=16197	interleukin 7 receptor	PR:000001869	interleukin-7 receptor subunit alpha	IL-7 receptor subunit alpha;IL7R;CD127;IL-7R-alpha;IL-7RA;IL-7R subunit alpha;CDw127;	10090	IL7RA_MOUSE	Interleukin-7 receptor subunit alpha
ANA637	Il9	P40;Il-9;	16198	MGI:96563	Il9	http://www.ncbi.nlm.nih.gov/gene/?term=16198	interleukin 9	PR:000001396	interleukin-9	cytokine P40;IL-9;IL9;T-cell growth factor P40;	10090	IL9_MOUSE	Interleukin-9
ANA638	Il9r	RP23-177M10.1;	16199	MGI:96564	Il9r	http://www.ncbi.nlm.nih.gov/gene/?term=16199	interleukin 9 receptor	PR:000001397	interleukin-9 receptor	IL-9 receptor;IL9R;CD129;IL-9R;	10090	IL9R_MOUSE	Interleukin-9 receptor
ANA639	Kit	Bs;CD117;Fdc;Gsfsco1;Gsfsco5;Gsfsow3;SCO1;SCO5;SOW3;Ssm;Tr-kit;W;c-KIT;	16590	MGI:96677	Kit	http://www.ncbi.nlm.nih.gov/gene/?term=16590	kit oncogene	PR:000002065	mast/stem cell growth factor receptor	tyrosine-protein kinase Kit;KIT;CD117;SCFR;Sl;proto-oncogene c-Kit;	10090	KIT_MOUSE	Mast/stem cell growth factor receptor Kit
ANA64	CXCL13	BLC;BCA1;ANGIE;BCA-1;BLR1L;ANGIE2;SCYB13;	10563	HGNC:10639	CXCL13	http://www.ncbi.nlm.nih.gov/gene/?term=10563	chemokine (C-X-C motif) ligand 13	PR:000006067	C-X-C motif chemokine 13	small-inducible cytokine B13;SCYB13;B lymphocyte chemoattractant;BCA1;CXCL13;BCA-1;B cell-attracting chemokine 1;CXC chemokine BLC;angie;BLC;	9606	CXL13_HUMAN	C-X-C motif chemokine 13
ANA640	Kitl	Gb;SF;Sl;Clo;Con;Mgf;SCF;SLF;blz;Kitlg;contrasted;	17311	MGI:96974	Kitl	http://www.ncbi.nlm.nih.gov/gene/?term=17311	kit ligand	PR:000009345	kit ligand	KITLGPRO-short-label;Kitl;MGF;SCF;Sl;Slf;c-Kit ligand;hematopoietic growth factor KL;mast cell growth factor;steel factor;stem cell factor;	10090	SCF_MOUSE	Soluble KIT ligand
ANA641	Lect1	ChM-I;Bricd3;	16840	MGI:1341171	Lect1	http://www.ncbi.nlm.nih.gov/gene/?term=16840	leukocyte cell derived chemotaxin 1	PR:000009749	chondromodulin-1	CHMI;ChM-I;;LECT1;PRO-short-label;chondromodulin-I;;leukocyte cell-derived chemotaxin 1;	10090	LECT1_MOUSE	Chondromodulin-1
ANA642	Lect2	-	16841	MGI:1278342	Lect2	http://www.ncbi.nlm.nih.gov/gene/?term=16841	leukocyte cell-derived chemotaxin 2	PR:000009750	leukocyte cell-derived chemotaxin-2	ChM-II;LECT-2;LECT2PRO-short-label;chondromodulin II;	10090	LECT2_MOUSE	Leukocyte cell-derived chemotaxin-2
ANA643	Lif	-	16878	MGI:96787	Lif	http://www.ncbi.nlm.nih.gov/gene/?term=16878	leukemia inhibitory factor	PR:000009799	leukemia inhibitory factor	melanoma-derived LPL inhibitor;emfilermin;MLPLI;HILDA;differentiation-stimulating factor;LIF;D factor;	10090	LIF_MOUSE	Leukemia inhibitory factor
ANA644	Lifr	A230075M04Rik;AW061234;LIF;	16880	MGI:96788	Lifr	http://www.ncbi.nlm.nih.gov/gene/?term=16880	leukemia inhibitory factor receptor	PR:000001876	leukemia inhibitory factor receptor	CD118;D-factor/LIF receptor;LIF receptor;LIF-R;LIFR;	10090	LIFR_MOUSE	Leukemia inhibitory factor receptor
ANA645	Lta	LT;Ltx;Tnfb;LT[a];LT-[a];TNFSF1;hlb382;LTalpha;Tnfsf1b;LT-alpha;TNF-beta;	16992	MGI:104797	Tnfb	http://www.ncbi.nlm.nih.gov/gene/?term=16992	lymphotoxin A	PR:000002204	lymphotoxin-alpha	tumor necrosis factor ligand superfamily member 1;LT-alpha;TNF-beta;LTA;TNFSF1;TNFB;	10090	TNFB_MOUSE	Lymphotoxin-alpha
ANA646	Ltb	p33;Tnfc;LTbeta;Tnfsf3;AI662801;	16994	MGI:104796	Ltb	http://www.ncbi.nlm.nih.gov/gene/?term=16994	lymphotoxin B	PR:000002205	lymphotoxin-beta	LT-beta;LTBPRO;TNF-C;TNFC;TNFSF3;tumor necrosis factor C;tumor necrosis factor ligand superfamily member 3;	10090	TNFC_MOUSE	Lymphotoxin-beta
ANA647	Ltbr	AI256028;CD18;LTbetaR;Ltar;TNF-R-III;TNFCR;TNFR-RP;TNFR2-RP;TNFRrp;Tnfbr;Tnfrsf3;	17000	MGI:104875	Ltbr	http://www.ncbi.nlm.nih.gov/gene/?term=17000	lymphotoxin B receptor	PR:000009976	tumor necrosis factor receptor superfamily member 3	D12S370;LTBR;TNF-RIII;TNFCR;TNFR-III;TNFR3;TNFRSF3;lymphotoxin-beta receptor;tumor necrosis factor C receptor;tumor necrosis factor receptor 2-related protein;tumor necrosis factor receptor type III;	10090	TNR3_MOUSE	Tumor necrosis factor receptor superfamily member 3
ANA648	Met	AI838057;HGF;HGFR;Par4;c-Met;	17295	MGI:96969	Met	http://www.ncbi.nlm.nih.gov/gene/?term=17295	met proto-oncogene	PR:000010335	hepatocyte growth factor receptor	HGF/SF receptor;HGF receptor;scatter factor receptor;proto-oncogene c-Met;SF receptor;tyrosine-protein kinase Met;MET;	10090	-	-
ANA649	Mif	GIF;Glif;	17319	MGI:96982	Mif	http://www.ncbi.nlm.nih.gov/gene/?term=17319	macrophage migration inhibitory factor	PR:000010413	macrophage migration inhibitory factor	DER6;GIF;GLIF;L-dopachrome isomerase;L-dopachrome tautomerase;MIFPRO-short-label;MMIF;delayed early response protein 6;glycosylation-inhibiting factor;phenylpyruvate tautomerase;	10090	MIF_MOUSE	Macrophage migration inhibitory factor
ANA65	CXCL14	KEC;KS1;BMAC;BRAK;NJAC;MIP2G;MIP-2g;SCYB14;	9547	HGNC:10640	CXCL14	http://www.ncbi.nlm.nih.gov/gene/?term=9547	chemokine (C-X-C motif) ligand 14	PR:000006068	C-X-C motif chemokine 14	CXCL14;SCYB14;NJAC;chemokine BRAK;small-inducible cytokine B14;	9606	CXL14_HUMAN	C-X-C motif chemokine 14
ANA650	Mpl	RP23-145E1.7;CD110;TPO-R;c-mpl;hlb219;	17480	MGI:97076	Mpl	http://www.ncbi.nlm.nih.gov/gene/?term=17480	myeloproliferative leukemia virus oncogene	PR:000001939	thrombopoietin receptor	MPL;proto-oncogene c-Mpl;TPOR;TPO-R;CD110;myeloproliferative leukemia protein;	10090	TPOR_MOUSE	Thrombopoietin receptor
ANA651	Mst1	Hgfl;D3F15S2h;DNF15S2h;D9H3F15S2;	15235	MGI:96080	Mst1	http://www.ncbi.nlm.nih.gov/gene/?term=15235	macrophage stimulating 1	PR:000010683	hepatocyte growth factor-like protein	D3F15S2;DNF15S2;HGFL;MSP;MST1;macrophage stimulatory protein;macrophage-stimulating protein;	10090	HGFL_MOUSE	Hepatocyte growth factor-like protein
ANA652	Mst1r	CD136;CDw136;Fv-2;Fv2;PTK8;Ron;STK;	19882	MGI:99614	Mst1r	http://www.ncbi.nlm.nih.gov/gene/?term=19882	macrophage stimulating 1 receptor (c-met-related tyrosine kinase)	PR:000002063	macrophage-stimulating protein receptor	Stem cell-derived tyrosine kinase;RON;p185-Ron;PTK8;CD136;Stk;MSP receptor;protein-tyrosine kinase 8;MST1R;CDw136;	10090	RON_MOUSE	Macrophage-stimulating protein receptor beta chain
ANA653	Osm	OncoM;	18413	MGI:104749	Osm	http://www.ncbi.nlm.nih.gov/gene/?term=18413	oncostatin M	PR:000012059	oncostatin-M	OSM;	10090	ONCM_MOUSE	Oncostatin-M
